Info 0    [15:50:23.307] Starting TS Server
Info 1732 [17:32:25.674] getExportInfoMap: cache hit
Info 1733 [17:32:25.675] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1734 [17:32:25.675] collectAutoImports: response is complete
Info 1735 [17:32:25.675] collectAutoImports: 0.6169239990413189
Info 1736 [17:32:25.675] getCompletionData: Semantic work: 6.911958999931812
Info 1737 [17:32:25.685] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.260515999048948
Info 1738 [17:32:26.351] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1739 [17:32:26.355] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 469 structureChanged: false structureIsReused:: Completely Elapsed: 4.1747679971158504ms
Info 1740 [17:32:26.355] Different program with same set of files
Info 1741 [17:32:26.781] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1742 [17:32:26.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 470 structureChanged: false structureIsReused:: Completely Elapsed: 5.939224001020193ms
Info 1743 [17:32:26.787] Different program with same set of files
Info 1744 [17:32:27.274] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1745 [17:32:27.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 471 structureChanged: false structureIsReused:: Completely Elapsed: 5.0895680002868176ms
Info 1746 [17:32:27.280] Different program with same set of files
Info 1747 [17:32:27.452] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1748 [17:32:27.456] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 472 structureChanged: false structureIsReused:: Completely Elapsed: 3.7880639992654324ms
Info 1749 [17:32:27.456] Different program with same set of files
Info 1750 [17:32:27.678] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1751 [17:32:27.681] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 473 structureChanged: false structureIsReused:: Completely Elapsed: 2.875814002007246ms
Info 1752 [17:32:27.681] Different program with same set of files
Info 1753 [17:32:28.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1754 [17:32:28.124] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 474 structureChanged: false structureIsReused:: Completely Elapsed: 2.2351769991219044ms
Info 1755 [17:32:28.124] Different program with same set of files
Info 1756 [17:32:28.538] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1757 [17:32:28.542] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 475 structureChanged: false structureIsReused:: Completely Elapsed: 4.751428999006748ms
Info 1758 [17:32:28.542] Different program with same set of files
Info 1759 [17:32:28.828] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1760 [17:32:28.833] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 476 structureChanged: false structureIsReused:: Completely Elapsed: 4.75755999982357ms
Info 1761 [17:32:28.833] Different program with same set of files
Info 1762 [17:32:28.870] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1763 [17:32:28.876] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 477 structureChanged: false structureIsReused:: Completely Elapsed: 4.966318000108004ms
Info 1764 [17:32:28.876] Different program with same set of files
Info 1765 [17:32:29.136] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1766 [17:32:29.139] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 478 structureChanged: false structureIsReused:: Completely Elapsed: 3.535801999270916ms
Info 1767 [17:32:29.139] Different program with same set of files
Info 1768 [17:32:30.032] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1769 [17:32:30.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 479 structureChanged: false structureIsReused:: Completely Elapsed: 2.9570599980652332ms
Info 1770 [17:32:30.035] Different program with same set of files
Info 1771 [17:32:30.442] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1772 [17:32:30.445] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 480 structureChanged: false structureIsReused:: Completely Elapsed: 3.096433002501726ms
Info 1773 [17:32:30.445] Different program with same set of files
Info 1774 [17:32:30.894] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1775 [17:32:30.897] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 481 structureChanged: false structureIsReused:: Completely Elapsed: 2.384560000151396ms
Info 1776 [17:32:30.897] Different program with same set of files
Info 1777 [17:32:30.950] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1778 [17:32:30.953] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 482 structureChanged: false structureIsReused:: Completely Elapsed: 3.7118179984390736ms
Info 1779 [17:32:30.954] Different program with same set of files
Info 1780 [17:32:31.015] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1781 [17:32:31.019] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 483 structureChanged: false structureIsReused:: Completely Elapsed: 3.7464199997484684ms
Info 1782 [17:32:31.019] Different program with same set of files
Info 1783 [17:32:31.157] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1784 [17:32:31.160] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 484 structureChanged: false structureIsReused:: Completely Elapsed: 2.8083680011332035ms
Info 1785 [17:32:31.160] Different program with same set of files
Info 1786 [17:32:31.200] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1787 [17:32:31.202] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 485 structureChanged: false structureIsReused:: Completely Elapsed: 1.7919979989528656ms
Info 1788 [17:32:31.202] Different program with same set of files
Info 1789 [17:32:31.501] getCompletionData: Get current token: 0.02190200239419937
Info 1790 [17:32:31.501] getCompletionData: Is inside comment: 0.06117600202560425
Info 1791 [17:32:31.502] getCompletionData: Get previous token: 0.1918869987130165
Info 1792 [17:32:31.502] getCompletionsAtPosition: isCompletionListBlocker: 0.006151001900434494
Info 1793 [17:32:31.508] getExportInfoMap: cache hit
Info 1794 [17:32:31.508] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1795 [17:32:31.508] collectAutoImports: response is complete
Info 1796 [17:32:31.508] collectAutoImports: 0.10686900094151497
Info 1797 [17:32:31.508] getCompletionData: Semantic work: 5.725193999707699
Info 1798 [17:32:31.523] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.176017999649048
Info 1799 [17:32:31.526] getCompletionData: Get current token: 0.017290998250246048
Info 1800 [17:32:31.526] getCompletionData: Is inside comment: 0.04374400153756142
Info 1801 [17:32:31.526] getCompletionData: Get previous token: 0.07509699836373329
Info 1802 [17:32:31.526] getCompletionsAtPosition: isCompletionListBlocker: 0.004629999399185181
Info 1803 [17:32:31.530] getExportInfoMap: cache hit
Info 1804 [17:32:31.530] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1805 [17:32:31.530] collectAutoImports: response is complete
Info 1806 [17:32:31.530] collectAutoImports: 0.18703600019216537
Info 1807 [17:32:31.530] getCompletionData: Semantic work: 4.146005000919104
Info 1808 [17:32:31.544] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.74762200191617
Info 1809 [17:32:31.548] getCompletionData: Get current token: 0.026513002812862396
Info 1810 [17:32:31.548] getCompletionData: Is inside comment: 0.0616149976849556
Info 1811 [17:32:31.548] getCompletionData: Get previous token: 0.11673099920153618
Info 1812 [17:32:31.548] getCompletionsAtPosition: isCompletionListBlocker: 0.005569998174905777
Info 1813 [17:32:31.551] getExportInfoMap: cache hit
Info 1814 [17:32:31.551] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1815 [17:32:31.551] collectAutoImports: response is complete
Info 1816 [17:32:31.551] collectAutoImports: 0.09859799966216087
Info 1817 [17:32:31.551] getCompletionData: Semantic work: 2.7868060022592545
Info 1818 [17:32:31.560] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.193710003048182
Info 1819 [17:32:31.563] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1820 [17:32:31.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 486 structureChanged: false structureIsReused:: Completely Elapsed: 7.102977000176907ms
Info 1821 [17:32:31.571] Different program with same set of files
Info 1822 [17:32:31.625] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1823 [17:32:31.627] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 487 structureChanged: false structureIsReused:: Completely Elapsed: 2.2056940011680126ms
Info 1824 [17:32:31.627] Different program with same set of files
Info 1825 [17:32:31.927] getCompletionData: Get current token: 0.028282001614570618
Info 1826 [17:32:31.927] getCompletionData: Is inside comment: 0.06312499940395355
Info 1827 [17:32:31.927] getCompletionData: Get previous token: 0.10702900215983391
Info 1828 [17:32:31.928] getCompletionsAtPosition: isCompletionListBlocker: 0.006900999695062637
Info 1829 [17:32:31.931] getExportInfoMap: cache hit
Info 1830 [17:32:31.931] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1831 [17:32:31.931] collectAutoImports: response is complete
Info 1832 [17:32:31.931] collectAutoImports: 0.10979999974370003
Info 1833 [17:32:31.931] getCompletionData: Semantic work: 3.4523050002753735
Info 1834 [17:32:31.939] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.01112600043416
Info 1835 [17:32:32.538] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1836 [17:32:32.542] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 488 structureChanged: false structureIsReused:: Completely Elapsed: 4.384116001427174ms
Info 1837 [17:32:32.542] Different program with same set of files
Info 1838 [17:32:32.840] getCompletionData: Get current token: 0.02270200103521347
Info 1839 [17:32:32.840] getCompletionData: Is inside comment: 0.06831599771976471
Info 1840 [17:32:32.840] getCompletionData: Get previous token: 0.060635000467300415
Info 1841 [17:32:32.840] getCompletionsAtPosition: isCompletionListBlocker: 0.004441000521183014
Info 1842 [17:32:32.840] getCompletionData: Semantic work: 0.19805799797177315
Info 1843 [17:32:32.841] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.255902998149395
Info 1844 [17:32:33.089] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1845 [17:32:33.092] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 489 structureChanged: false structureIsReused:: Completely Elapsed: 2.6595249995589256ms
Info 1846 [17:32:33.092] Different program with same set of files
Info 1847 [17:32:33.166] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1848 [17:32:33.167] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 490 structureChanged: false structureIsReused:: Completely Elapsed: 1.787397000938654ms
Info 1849 [17:32:33.167] Different program with same set of files
Info 1850 [17:32:33.289] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1851 [17:32:33.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 491 structureChanged: false structureIsReused:: Completely Elapsed: 1.8725249990820885ms
Info 1852 [17:32:33.291] Different program with same set of files
Info 1853 [17:32:33.344] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1854 [17:32:33.346] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 492 structureChanged: false structureIsReused:: Completely Elapsed: 2.1364080011844635ms
Info 1855 [17:32:33.346] Different program with same set of files
Info 1856 [17:32:33.710] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1857 [17:32:33.714] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 493 structureChanged: false structureIsReused:: Completely Elapsed: 3.477455999702215ms
Info 1858 [17:32:33.714] Different program with same set of files
Info 1859 [17:32:34.482] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1860 [17:32:34.487] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 494 structureChanged: false structureIsReused:: Completely Elapsed: 4.813224997371435ms
Info 1861 [17:32:34.487] Different program with same set of files
Info 1862 [17:32:34.703] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1863 [17:32:34.706] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 495 structureChanged: false structureIsReused:: Completely Elapsed: 3.364266999065876ms
Info 1864 [17:32:34.706] Different program with same set of files
Info 1865 [17:32:34.988] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1866 [17:32:34.992] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 496 structureChanged: false structureIsReused:: Completely Elapsed: 3.824397001415491ms
Info 1867 [17:32:34.992] Different program with same set of files
Info 1868 [17:32:35.078] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1869 [17:32:35.080] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 497 structureChanged: false structureIsReused:: Completely Elapsed: 2.3174539990723133ms
Info 1870 [17:32:35.080] Different program with same set of files
Info 1871 [17:32:35.105] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1872 [17:32:35.108] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 498 structureChanged: false structureIsReused:: Completely Elapsed: 2.0256980024278164ms
Info 1873 [17:32:35.108] Different program with same set of files
Info 1874 [17:32:35.417] getCompletionData: Get current token: 0.0248119980096817
Info 1875 [17:32:35.418] getCompletionData: Is inside comment: 0.003149997442960739
Info 1876 [17:32:35.418] getCompletionData: Get previous token: 0.1448330022394657
Info 1877 [17:32:35.418] getCompletionsAtPosition: isCompletionListBlocker: 0.00773099809885025
Info 1878 [17:32:35.420] getExportInfoMap: cache hit
Info 1879 [17:32:35.420] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1880 [17:32:35.420] collectAutoImports: response is complete
Info 1881 [17:32:35.420] collectAutoImports: 0.1679540015757084
Info 1882 [17:32:35.421] getCompletionData: Semantic work: 2.726289998739958
Info 1883 [17:32:35.426] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.300126999616623
Info 1884 [17:32:35.783] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1885 [17:32:35.785] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 499 structureChanged: false structureIsReused:: Completely Elapsed: 2.1655610017478466ms
Info 1886 [17:32:35.785] Different program with same set of files
Info 1887 [17:32:36.506] Format host information updated
Info 1888 [17:32:58.208] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1889 [17:32:58.211] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 500 structureChanged: false structureIsReused:: Completely Elapsed: 2.9167080000042915ms
Info 1890 [17:32:58.211] Different program with same set of files
Info 1891 [17:32:58.560] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1892 [17:32:58.563] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 501 structureChanged: false structureIsReused:: Completely Elapsed: 2.3013530001044273ms
Info 1893 [17:32:58.563] Different program with same set of files
Info 1894 [17:32:58.603] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1895 [17:32:58.606] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 502 structureChanged: false structureIsReused:: Completely Elapsed: 3.107863999903202ms
Info 1896 [17:32:58.606] Different program with same set of files
Info 1897 [17:32:58.742] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1898 [17:32:58.745] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 503 structureChanged: false structureIsReused:: Completely Elapsed: 2.320135001093149ms
Info 1899 [17:32:58.745] Different program with same set of files
Info 1900 [17:32:58.933] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1901 [17:32:58.936] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 504 structureChanged: false structureIsReused:: Completely Elapsed: 2.8789429999887943ms
Info 1902 [17:32:58.936] Different program with same set of files
Info 1903 [17:32:58.991] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1904 [17:32:58.993] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 505 structureChanged: false structureIsReused:: Completely Elapsed: 2.065182000398636ms
Info 1905 [17:32:58.993] Different program with same set of files
Info 1906 [17:32:59.086] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1907 [17:32:59.088] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 506 structureChanged: false structureIsReused:: Completely Elapsed: 1.7701659984886646ms
Info 1908 [17:32:59.088] Different program with same set of files
Info 1909 [17:32:59.203] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1910 [17:32:59.204] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 507 structureChanged: false structureIsReused:: Completely Elapsed: 1.6310539990663528ms
Info 1911 [17:32:59.204] Different program with same set of files
Info 1912 [17:32:59.506] getCompletionData: Get current token: 0.019471999257802963
Info 1913 [17:32:59.506] getCompletionData: Is inside comment: 0.05589500069618225
Info 1914 [17:32:59.506] getCompletionData: Get previous token: 0.09303800016641617
Info 1915 [17:32:59.507] getCompletionsAtPosition: isCompletionListBlocker: 0.01757100224494934
Info 1916 [17:32:59.509] getExportInfoMap: cache hit
Info 1917 [17:32:59.509] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1918 [17:32:59.509] collectAutoImports: response is complete
Info 1919 [17:32:59.509] collectAutoImports: 0.08066700026392937
Info 1920 [17:32:59.509] getCompletionData: Semantic work: 2.3472269997000694
Info 1921 [17:32:59.516] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.965174000710249
Info 1922 [17:32:59.555] getCompletionData: Get current token: 0.04038400202989578
Info 1923 [17:32:59.555] getCompletionData: Is inside comment: 0.07783700153231621
Info 1924 [17:32:59.555] getCompletionData: Get previous token: 0.14544299989938736
Info 1925 [17:32:59.555] getCompletionsAtPosition: isCompletionListBlocker: 0.023931998759508133
Info 1926 [17:32:59.559] getExportInfoMap: cache hit
Info 1927 [17:32:59.559] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1928 [17:32:59.560] collectAutoImports: response is complete
Info 1929 [17:32:59.560] collectAutoImports: 0.17199600115418434
Info 1930 [17:32:59.560] getCompletionData: Semantic work: 4.072708997875452
Info 1931 [17:32:59.569] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.923957001417875
Info 1932 [17:32:59.571] getCompletionData: Get current token: 0.02669299766421318
Info 1933 [17:32:59.571] getCompletionData: Is inside comment: 0.04923499748110771
Info 1934 [17:32:59.571] getCompletionData: Get previous token: 0.0861779972910881
Info 1935 [17:32:59.571] getCompletionsAtPosition: isCompletionListBlocker: 0.017952002584934235
Info 1936 [17:32:59.575] getExportInfoMap: cache hit
Info 1937 [17:32:59.575] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1938 [17:32:59.575] collectAutoImports: response is complete
Info 1939 [17:32:59.575] collectAutoImports: 0.15234399959445
Info 1940 [17:32:59.575] getCompletionData: Semantic work: 3.882032997906208
Info 1941 [17:32:59.585] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.534591000527143
Info 1942 [17:32:59.589] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1943 [17:32:59.593] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 508 structureChanged: false structureIsReused:: Completely Elapsed: 4.146045997738838ms
Info 1944 [17:32:59.593] Different program with same set of files
Info 1945 [17:32:59.746] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1946 [17:32:59.748] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 509 structureChanged: false structureIsReused:: Completely Elapsed: 2.0560509972274303ms
Info 1947 [17:32:59.748] Different program with same set of files
Info 1948 [17:32:59.900] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1949 [17:32:59.904] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 510 structureChanged: false structureIsReused:: Completely Elapsed: 4.2305730022490025ms
Info 1950 [17:32:59.904] Different program with same set of files
Info 1951 [17:33:00.000] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1952 [17:33:00.002] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 511 structureChanged: false structureIsReused:: Completely Elapsed: 2.2084340006113052ms
Info 1953 [17:33:00.002] Different program with same set of files
Info 1954 [17:33:00.299] getCompletionData: Get current token: 0.06513599678874016
Info 1955 [17:33:00.300] getCompletionData: Is inside comment: 0.1363620012998581
Info 1956 [17:33:00.300] getCompletionData: Get previous token: 0.20646800100803375
Info 1957 [17:33:00.300] getCompletionsAtPosition: isCompletionListBlocker: 0.00854099914431572
Info 1958 [17:33:00.301] getCompletionData: Semantic work: 0.3720329999923706
Info 1959 [17:33:00.301] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.9245710000395775
Info 1960 [17:33:01.378] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1961 [17:33:01.382] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 512 structureChanged: false structureIsReused:: Completely Elapsed: 4.332992002367973ms
Info 1962 [17:33:01.382] Different program with same set of files
Info 1963 [17:33:01.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1964 [17:33:01.967] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 513 structureChanged: false structureIsReused:: Completely Elapsed: 4.984760001301765ms
Info 1965 [17:33:01.967] Different program with same set of files
Info 1966 [17:33:02.126] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1967 [17:33:02.130] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 514 structureChanged: false structureIsReused:: Completely Elapsed: 3.6870850026607513ms
Info 1968 [17:33:02.130] Different program with same set of files
Info 1969 [17:33:02.291] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1970 [17:33:02.296] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 515 structureChanged: false structureIsReused:: Completely Elapsed: 4.3135909996926785ms
Info 1971 [17:33:02.296] Different program with same set of files
Info 1972 [17:33:02.590] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1973 [17:33:02.595] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 516 structureChanged: false structureIsReused:: Completely Elapsed: 4.2011099979281425ms
Info 1974 [17:33:02.595] Different program with same set of files
Info 1975 [17:33:02.909] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1976 [17:33:02.914] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 517 structureChanged: false structureIsReused:: Completely Elapsed: 4.284258000552654ms
Info 1977 [17:33:02.914] Different program with same set of files
Info 1978 [17:33:03.328] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1979 [17:33:03.333] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 518 structureChanged: false structureIsReused:: Completely Elapsed: 4.824905000627041ms
Info 1980 [17:33:03.333] Different program with same set of files
Info 1981 [17:33:03.488] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1982 [17:33:03.493] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 519 structureChanged: false structureIsReused:: Completely Elapsed: 5.199227999895811ms
Info 1983 [17:33:03.493] Different program with same set of files
Info 1984 [17:33:03.745] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1985 [17:33:03.748] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 520 structureChanged: false structureIsReused:: Completely Elapsed: 3.381547998636961ms
Info 1986 [17:33:03.748] Different program with same set of files
Info 1987 [17:33:03.803] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1988 [17:33:03.806] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 521 structureChanged: false structureIsReused:: Completely Elapsed: 3.403090000152588ms
Info 1989 [17:33:03.806] Different program with same set of files
Info 1990 [17:33:03.970] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1991 [17:33:03.977] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 522 structureChanged: false structureIsReused:: Completely Elapsed: 6.601061999797821ms
Info 1992 [17:33:03.977] Different program with same set of files
Info 1993 [17:33:04.472] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1994 [17:33:04.477] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 523 structureChanged: false structureIsReused:: Completely Elapsed: 4.0990010015666485ms
Info 1995 [17:33:04.477] Different program with same set of files
Info 1996 [17:33:05.232] Format host information updated
Info 1997 [17:35:13.817] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1998 [17:35:13.822] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 524 structureChanged: false structureIsReused:: Completely Elapsed: 4.7422679997980595ms
Info 1999 [17:35:13.822] Different program with same set of files
Info 2000 [17:35:16.829] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2001 [17:35:16.835] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 525 structureChanged: false structureIsReused:: Completely Elapsed: 6.16839399933815ms
Info 2002 [17:35:16.836] Different program with same set of files
Info 2003 [17:35:17.512] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2004 [17:35:17.515] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 526 structureChanged: false structureIsReused:: Completely Elapsed: 3.2338850013911724ms
Info 2005 [17:35:17.515] Different program with same set of files
Info 2006 [17:35:17.765] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2007 [17:35:17.768] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 527 structureChanged: false structureIsReused:: Completely Elapsed: 2.390301000326872ms
Info 2008 [17:35:17.768] Different program with same set of files
Info 2009 [17:35:18.034] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2010 [17:35:18.038] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 528 structureChanged: false structureIsReused:: Completely Elapsed: 4.5323499999940395ms
Info 2011 [17:35:18.038] Different program with same set of files
Info 2012 [17:35:18.191] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2013 [17:35:18.197] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 529 structureChanged: false structureIsReused:: Completely Elapsed: 5.484453998506069ms
Info 2014 [17:35:18.197] Different program with same set of files
Info 2015 [17:35:18.309] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2016 [17:35:18.314] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 530 structureChanged: false structureIsReused:: Completely Elapsed: 4.861628998070955ms
Info 2017 [17:35:18.314] Different program with same set of files
Info 2018 [17:35:18.398] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2019 [17:35:18.400] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 531 structureChanged: false structureIsReused:: Completely Elapsed: 2.347077000886202ms
Info 2020 [17:35:18.401] Different program with same set of files
Info 2021 [17:35:18.667] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2022 [17:35:18.672] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 532 structureChanged: false structureIsReused:: Completely Elapsed: 4.434641998261213ms
Info 2023 [17:35:18.672] Different program with same set of files
Info 2024 [17:35:18.862] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2025 [17:35:18.867] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 533 structureChanged: false structureIsReused:: Completely Elapsed: 4.77862199768424ms
Info 2026 [17:35:18.867] Different program with same set of files
Info 2027 [17:35:19.087] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
